#{"t_start": 1777558614.22294, "env_id": "LunarLander-v3"}
r,l,t
-81.612861,67,30.101531
-74.207169,92,30.146693
-40.134499,66,30.175694
-64.428196,71,30.219738
-84.907613,62,30.253738
-88.595091,105,30.291793
-119.197863,101,30.354983
-107.79588,100,30.397139
-75.948747,113,30.465289
-76.795326,126,30.512288
-68.253693,79,30.552407
-105.346911,137,30.632649
-104.759632,83,30.668649
-87.641661,71,30.7067
-90.416049,72,30.730901
4.565506,106,30.786112
-95.075209,93,30.829168
-95.985484,92,30.874659
-94.226511,107,30.939705
-91.838875,86,30.988995
-117.491195,106,31.035107
-52.425615,80,31.064369
-130.110408,120,31.133624
-62.888154,91,31.164671
-68.532247,99,31.213796
-94.091295,60,31.252936
-82.669404,85,31.286053
-147.169836,122,31.334185
-87.417663,99,31.396328
-238.586355,146,31.465439
-91.148721,85,31.515536
-59.569752,115,31.578594
-90.484311,88,31.631663
-37.584851,119,31.686739
-76.499755,87,31.718739
-42.370037,87,31.767782
-40.304812,66,31.810897
-101.381321,95,31.853959
-90.690638,95,31.900043
-122.920294,63,31.931043
-18.858428,88,31.966187
-61.06837,56,31.989187
-27.169865,72,32.029517
-56.834121,105,32.071575
-82.18757,87,32.103575
-136.990191,63,32.131643
-42.424415,73,32.174699
-67.201647,95,32.217739
-78.362738,122,32.267474
-30.047632,74,32.309624
-78.246099,71,32.353732
-141.201905,103,32.39373
-21.129947,70,32.430851
-75.150761,91,32.481946
-54.722404,131,32.526992
-82.538831,70,32.563992
-76.112797,116,32.616992
-99.970325,66,32.658199
-73.260143,83,32.70827
-126.054272,122,32.774535
-134.239374,124,32.832743
-42.807769,108,32.882855
-114.049591,110,32.934975
-114.950858,88,32.963975
-47.68726,126,33.040095
-125.784605,107,33.089277
-113.746011,74,33.135475
-66.459041,123,33.185677
-153.949435,132,33.246737
-134.200115,79,33.294737
-73.865676,94,33.340781
-165.121154,118,33.407985
-24.720165,71,33.44912
-77.950358,94,33.50312
-63.685139,119,33.55578
-80.898755,138,33.638003
-169.244367,90,33.673062
-88.592283,79,33.708116
-217.385941,100,33.747229
-59.593024,74,33.776233
-55.45813,85,33.817417
-96.170777,96,33.858471
-63.542368,73,33.900598
-102.150349,90,33.93972
-79.959912,99,33.97954
-42.227883,116,34.045587
-111.078611,124,34.103135
-109.165292,128,34.177135
-65.665421,72,34.208247
-68.860525,62,34.232309
-93.286391,86,34.284363
-58.453159,105,34.341441
-86.400001,112,34.406604
-30.283725,72,34.444603
-37.397179,90,34.483603
-50.694562,109,34.54585
-37.63515,89,34.589993
-26.704918,76,34.618992
-89.985232,60,34.646183
-39.380202,72,34.673183
-78.619931,95,34.72232
-140.670531,94,34.758367
-73.320174,118,34.834659
-82.319948,102,34.874767
-229.129164,134,34.949069
-122.557975,71,34.989482
-20.472277,71,35.028534
-105.743624,77,35.057534
-42.857712,89,35.110652
-107.257399,98,35.162868
-96.848021,104,35.218326
-337.479061,153,35.284672
-28.497875,71,35.32567
-99.412865,74,35.372785
5.576763,84,35.406838
-66.402304,53,35.428838
-94.906582,132,35.492149
-99.237864,126,35.570345
-63.440308,72,35.598338
-99.789136,113,35.642338
-12.51413,123,35.703459
-116.527782,126,35.760459
-87.645787,124,35.834517
-42.870427,70,35.856517
-64.106076,88,35.904594
-88.115851,98,35.963594
-34.143846,69,35.998734
-50.000767,56,36.027895
-92.231958,90,36.063943
-49.001144,93,36.118427
-41.618198,106,36.171487
38.68961,176,36.243642
-66.96805,72,36.269642
-37.54943,69,36.29571
-122.668917,82,36.33637
-71.192528,97,36.380417
-49.198121,70,36.407417
-79.814355,121,36.472592
-102.463,121,36.526753
-169.378392,77,36.569883
-197.913303,92,36.601883
-111.0479,120,36.652883
-131.107079,104,36.70394
-82.011509,84,36.733243
-60.766236,63,36.76635
-43.19938,75,36.819455
-78.411193,81,36.867599
-91.47158,109,36.91767
-65.848599,121,36.984785
-214.295915,101,37.040999
-99.264482,104,37.098277
-83.313155,88,37.135276
-18.784901,100,37.177315
-110.849046,73,37.219315
-24.761077,111,37.270487
-67.337548,91,37.325749
-48.896599,111,37.387584
-52.726375,119,37.440654
-81.45173,61,37.482724
-116.936693,70,37.521786
-59.893298,86,37.550786
-206.002722,82,37.597786
-67.863722,127,37.659843
-124.000457,117,37.726549
-154.302314,94,37.776613
-64.75667,67,37.812728
-61.698646,58,37.848918
-139.175221,108,37.914115
-113.801101,76,37.958157
-56.965974,124,38.027267
-71.841002,130,38.09762
-59.590923,83,38.144721
-135.568327,90,38.198763
-131.898294,99,38.249953
-62.693707,68,38.292122
-94.034834,83,38.326241
-89.970865,72,38.368416
-94.523929,84,38.398527
-118.281298,72,38.435717
-69.166667,104,38.489881
-56.475525,71,38.53199
-66.989414,98,38.575038
-87.103279,101,38.626087
-45.040401,92,38.680176
