#{"t_start": 1777563099.7796097, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
0.528,8,15.972035
0.528,8,15.977036
0.292,12,15.986096
0.233,13,15.994096
0.469,9,16.000096
0.646,6,16.006095
0.528,8,16.014256
0.115,15,16.027254
0.469,9,16.038368
0.528,8,16.047437
0.528,8,16.059448
0.587,7,16.06546
0.587,7,16.07546
0.646,6,16.080461
0.705,5,16.08346
0.705,5,16.08646
0.469,9,16.09246
0.646,6,16.100461
0.646,6,16.105461
0.351,11,16.117526
0.646,6,16.125525
-0.003,17,16.139647
0.528,8,16.147707
0.351,11,16.160706
0.469,9,16.170777
0.469,9,16.176775
0.469,9,16.183775
0.646,6,16.188775
0.587,7,16.194774
0.587,7,16.198774
0.587,7,16.207775
0.292,12,16.219845
0.705,5,16.224844
0.528,8,16.233909
0.528,8,16.24191
0.646,6,16.249968
0.646,6,16.254968
0.705,5,16.262029
0.705,5,16.267028
0.587,7,16.275029
0.705,5,16.283075
0.469,9,16.292073
0.587,7,16.300072
0.646,6,16.306072
0.646,6,16.314143
0.705,5,16.318143
0.705,5,16.323143
0.705,5,16.331193
0.469,9,16.339194
0.587,7,16.348253
0.292,12,16.359253
0.587,7,16.363308
0.646,6,16.369308
0.646,6,16.372307
-0.003,17,16.386369
0.705,5,16.394373
0.528,8,16.400369
0.41,10,16.406368
0.292,12,16.415367
0.528,8,16.421368
0.469,9,16.431432
0.587,7,16.437932
0.646,6,16.445999
0.646,6,16.450999
0.646,6,16.458999
0.646,6,16.464065
0.528,8,16.473064
0.705,5,16.480116
-0.357,23,16.504115
0.115,15,16.514115
0.528,8,16.522115
0.646,6,16.530168
0.646,6,16.535167
0.587,7,16.543167
0.705,5,16.548218
0.646,6,16.556217
0.528,8,16.565263
0.705,5,16.570263
0.292,12,16.583304
0.233,13,16.595304
0.292,12,16.607304
0.646,6,16.615483
0.646,6,16.621483
-0.121,19,16.641482
0.056,16,16.656627
0.587,7,16.664737
0.528,8,16.671737
0.351,11,16.681902
0.469,9,16.692901
0.528,8,16.699901
0.115,15,16.713106
0.646,6,16.718107
0.469,9,16.727109
0.646,6,16.732109
0.705,5,16.735109
0.705,5,16.738109
0.646,6,16.743109
0.292,12,16.750109
0.292,12,16.758109
0.587,7,16.763263
0.705,5,16.771262
0.233,13,16.783308
0.587,7,16.791307
0.646,6,16.796307
0.587,7,16.804307
0.351,11,16.816363
0.705,5,16.821363
0.41,10,16.834507
0.292,12,16.846508
0.587,7,16.854507
0.646,6,16.862555
0.528,8,16.870555
0.587,7,16.875555
0.528,8,16.883673
0.646,6,16.891673
0.351,11,16.903672
0.528,8,16.911672
0.587,7,16.916728
0.705,5,16.921736
0.646,6,16.925735
0.646,6,16.929803
0.587,7,16.933804
0.469,9,16.940804
0.705,5,16.946974
0.587,7,16.955974
0.587,7,16.960973
0.705,5,16.965972
0.705,5,16.968972
0.587,7,16.973973
0.528,8,16.982043
0.587,7,16.987042
0.587,7,16.995042
0.292,12,17.007042
0.587,7,17.015154
0.528,8,17.023153
0.351,11,17.034261
0.587,7,17.04026
0.587,7,17.048398
0.705,5,17.056398
0.646,6,17.063397
0.705,5,17.067397
0.41,10,17.075397
0.587,7,17.078453
0.528,8,17.084451
0.469,9,17.091451
0.351,11,17.098451
0.646,6,17.106451
0.469,9,17.114577
0.646,6,17.121578
0.587,7,17.126577
0.528,8,17.135739
0.705,5,17.142739
0.587,7,17.14882
0.705,5,17.15582
0.646,6,17.162936
0.705,5,17.168933
0.469,9,17.174933
0.705,5,17.178932
0.646,6,17.182932
0.528,8,17.188932
0.528,8,17.193932
0.705,5,17.198932
0.351,11,17.205932
0.705,5,17.210933
0.587,7,17.215157
0.233,13,17.225156
0.41,10,17.232303
0.587,7,17.240302
0.646,6,17.245349
0.705,5,17.253349
0.705,5,17.258348
0.528,8,17.266479
0.41,10,17.278479
0.705,5,17.285479
0.528,8,17.293478
0.705,5,17.299479
0.351,11,17.309479
