#{"t_start": 1778308744.5051532, "env_id": "LunarLander-v3"}
r,l,t
-118.637564,86,45.50618
-51.108889,109,45.588791
-48.36516,103,45.660382
-113.208241,79,45.713996
-97.325441,102,45.768956
-79.655115,130,45.867523
-102.025271,90,45.940326
-50.7027,108,46.005162
-63.752255,88,46.066587
-116.718547,78,46.112974
-66.690275,73,46.152533
-90.114166,103,46.219207
-150.69622,70,46.262277
-95.859415,87,46.305543
-74.643658,105,46.380923
-127.871437,104,46.443405
-50.712543,73,46.499996
-91.097614,74,46.53656
-26.002054,75,46.581282
-94.13977,73,46.629723
-84.84196,141,46.708871
-73.924708,66,46.745017
-100.117483,65,46.77916
-79.850037,87,46.839096
-69.975493,84,46.893892
-83.02231,80,46.941965
-75.465587,87,46.994066
-111.884706,87,47.060385
-110.104465,103,47.111822
-308.783925,115,47.179315
-123.43127,72,47.22051
-54.297601,77,47.268936
-107.462314,94,47.321892
-47.180746,70,47.367819
-60.497202,80,47.420722
-56.891646,112,47.500436
-81.019624,134,47.574069
-75.4572,105,47.635195
-86.454184,127,47.712021
-237.883564,114,47.788749
-116.684339,87,47.845129
-124.400786,116,47.920963
-75.422162,73,47.96477
-12.792542,71,48.003856
-75.246638,147,48.106511
-44.436715,120,48.17991
-79.174887,72,48.234502
-71.009056,66,48.276071
-19.831957,69,48.310813
-91.405995,101,48.37594
-77.93637,107,48.437456
-91.210913,90,48.481537
-83.733812,61,48.521368
-74.110711,110,48.594598
-128.680077,84,48.660559
-93.912322,58,48.694107
-23.984093,65,48.725551
-100.152372,118,48.794712
-97.897478,100,48.874273
-65.462893,84,48.915467
-134.926487,74,48.968901
-102.353713,83,49.016604
-4.33134,83,49.074626
-93.605697,61,49.118863
-90.243136,77,49.170546
-67.441559,68,49.21453
-70.953593,95,49.272484
-54.403151,97,49.346699
-85.719381,65,49.380762
-34.401169,122,49.454971
-100.503618,137,49.531456
-52.029286,118,49.597025
-70.27586,107,49.657876
-86.858789,91,49.701666
-112.538693,72,49.740173
-277.826114,105,49.832718
-28.16457,78,49.87959
-63.749017,135,49.953653
-105.54943,78,50.004765
-82.649306,78,50.056039
-61.835175,65,50.110098
-87.99069,115,50.199545
-92.55369,108,50.279483
-91.345052,143,50.380626
-109.098532,120,50.461277
-126.316356,113,50.535284
-63.106843,91,50.601899
-53.834882,113,50.688813
-133.110424,131,50.768727
-61.572702,116,50.852453
-60.984232,111,50.924871
-27.483984,120,51.008702
-49.368807,126,51.094679
-71.917803,107,51.160815
-44.099577,96,51.216531
-83.131891,71,51.264613
-118.058625,73,51.316705
-71.720178,116,51.390795
-66.822378,84,51.444704
-28.64795,70,51.490011
-46.651202,122,51.574203
-39.325108,112,51.664028
-90.614278,69,51.719822
-78.809574,78,51.78522
-38.602938,84,51.839814
-67.803806,90,51.904608
-125.879269,123,51.989575
-55.23137,91,52.043818
-77.43825,77,52.090166
-22.292711,72,52.126438
-108.427717,101,52.203472
-111.245052,92,52.270484
-193.14559,72,52.318793
-64.942188,119,52.411503
-232.917037,127,52.487184
-55.607172,95,52.552283
-119.640197,125,52.634084
-39.507204,124,52.707675
-108.991412,130,52.797177
-19.124548,181,52.921591
-69.109069,88,52.98274
-116.367704,82,53.052698
-88.239913,109,53.133968
-41.653894,70,53.191141
-53.37871,105,53.263363
-114.604798,93,53.327205
-69.120197,73,53.375859
-57.792477,69,53.431912
-43.257012,81,53.492028
-38.032695,138,53.598067
-22.234604,123,53.681357
-98.455776,77,53.726736
-60.588084,70,53.775663
-73.959018,79,53.827298
-97.518603,117,53.900776
-161.50348,87,53.956556
-119.880503,81,54.01033
-107.092839,116,54.094178
-53.852738,65,54.130374
-89.249893,136,54.217277
-65.558045,98,54.278868
-102.928289,104,54.34399
-54.418757,75,54.403644
-79.608743,92,54.464013
-52.567302,109,54.53278
-120.201123,88,54.581477
-83.969049,93,54.641131
-102.818287,79,54.691736
-59.838649,88,54.758158
17.641174,117,54.846108
-77.687242,76,54.880689
-73.602897,109,54.950709
-74.491954,67,54.997459
-25.16553,101,55.071472
-100.854283,102,55.14455
-95.920927,88,55.2078
-132.648661,84,55.255884
-64.02371,122,55.341322
-70.257599,64,55.384401
-43.661467,97,55.454752
-82.639777,88,55.510385
-55.621738,135,55.596424
-40.502466,73,55.62999
-74.720836,91,55.687475
-54.560115,82,55.740568
-57.680399,77,55.779691
-75.9613,113,55.85056
-49.684311,88,55.898105
-79.413082,71,55.944709
-41.554559,79,55.99492
-58.493754,84,56.044112
-97.061805,87,56.10016
-85.828546,69,56.165336
-71.370085,131,56.261251
-95.333242,123,56.329951
-79.386798,96,56.410954
14.149218,137,56.499862
-116.988872,112,56.56611
-63.625557,89,56.625516
-95.011528,84,56.670985
-113.579754,84,56.736048
-65.048661,121,56.812943
-88.976175,100,56.872484
-60.067159,80,56.920934
-34.941928,103,56.991424
-204.85592,104,57.051816
-29.401504,72,57.100358
-69.683418,117,57.170012
-58.816324,84,57.222989
-104.155826,119,57.309839
-107.997277,137,57.395454
-73.219962,72,57.434433
37.750168,134,57.512573
-79.81693,66,57.546641
-194.031199,97,57.605249
-89.326142,103,57.681534
-52.413119,106,57.748942
-171.350038,94,57.804262
-68.058352,79,57.85787
-55.114516,131,57.942978
-96.100531,103,57.991567
-117.93571,94,58.066025
-117.451295,93,58.132856
-54.252532,67,58.181962
-92.326958,132,58.27006
-104.540042,146,58.35072
-57.537819,78,58.399826
-48.607854,102,58.453004
-67.601751,66,58.500637
-65.57155,91,58.569988
-4.985464,87,58.617165
-115.137688,84,58.665299
-79.228688,108,58.743412
-34.129532,76,58.791733
-56.030914,126,58.869622
-87.785597,106,58.929108
-47.932376,67,58.970076
-133.648791,94,59.021162
-61.932685,78,59.068784
-89.263932,155,59.158185
-60.853153,69,59.205163
-85.230698,72,59.249769
-80.276428,93,59.3
-57.302471,81,59.344808
-133.789972,127,59.4237
-36.014659,131,59.506538
