#{"t_start": 1777565293.870536, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
1.6735,6,49.988241
1.725,5,49.992243
1.612,7,49.997239
1.725,5,50.002304
1.671,6,50.011303
1.5705,8,50.020307
1.568,8,50.032371
1.6195,7,50.036369
1.676,6,50.042368
1.671,6,50.049369
1.617,7,50.058369
1.558,8,50.066508
1.725,5,50.071509
1.4425,10,50.083573
0.2805,33,50.107629
1.676,6,50.113629
1.573,8,50.119629
1.568,8,50.126629
1.671,6,50.131629
1.725,5,50.139677
1.6685,6,50.147676
1.6145,7,50.156677
1.514,9,50.164678
1.725,5,50.169676
1.421,11,50.181676
1.401,11,50.193723
1.6735,6,50.19877
1.6735,6,50.206769
1.725,5,50.211769
1.465,10,50.217769
1.725,5,50.221769
1.671,6,50.225769
1.558,8,50.230769
1.676,6,50.235902
1.5705,8,50.241901
1.3545,12,50.256075
1.3645,12,50.264072
1.4675,10,50.270072
1.2265,14,50.281072
1.563,8,50.289072
1.725,5,50.294072
1.6735,6,50.299072
1.6735,6,50.307072
1.671,6,50.313072
1.519,9,50.324072
1.6735,6,50.330072
1.6245,7,50.337242
1.725,5,50.342241
1.671,6,50.349296
1.5655,8,50.355295
1.622,7,50.363302
1.725,5,50.368304
1.6145,7,50.371302
1.725,5,50.377299
1.725,5,50.380299
1.622,7,50.387295
1.725,5,50.392295
1.617,7,50.400348
1.725,5,50.404349
1.725,5,50.409348
1.725,5,50.414348
1.725,5,50.422348
1.725,5,50.427348
1.725,5,50.432398
1.725,5,50.437396
1.671,6,50.445396
1.622,7,50.452515
1.5115,9,50.461515
1.6245,7,50.472633
1.676,6,50.477629
1.6195,7,50.48263
1.4625,10,50.49063
1.563,8,50.499629
1.671,6,50.507629
1.725,5,50.512629
1.725,5,50.517629
1.725,5,50.524629
1.676,6,50.529629
1.622,7,50.538679
1.028,18,50.555721
1.725,5,50.563721
1.671,6,50.568857
1.617,7,50.576861
1.725,5,50.584013
1.725,5,50.589014
1.676,6,50.597014
1.671,6,50.602014
1.48,10,50.614013
1.671,6,50.619014
1.176,16,50.636059
1.455,10,50.647059
1.2905,13,50.65918
1.5705,8,50.665312
1.529,9,50.671313
1.725,5,50.676312
1.5655,8,50.682429
1.725,5,50.685429
1.725,5,50.692429
1.6735,6,50.701428
1.455,10,50.707429
1.671,6,50.712429
1.676,6,50.715429
1.725,5,50.718429
1.612,7,50.724428
1.563,8,50.730428
1.342,12,50.738569
0.7995,22,50.75569
1.725,5,50.75869
1.5605,8,50.764789
1.671,6,50.768787
1.627,7,50.776788
1.524,9,50.784902
1.676,6,50.789902
1.725,5,50.793902
1.617,7,50.800951
1.725,5,50.806951
1.725,5,50.80995
1.568,8,50.81495
1.676,6,50.820949
1.671,6,50.824949
1.6685,6,50.829949
1.725,5,50.833949
1.725,5,50.836949
1.725,5,50.842949
1.725,5,50.845949
1.622,7,50.851025
1.617,7,50.855025
1.5655,8,50.861025
1.676,6,50.866177
1.725,5,50.870177
1.5655,8,50.876177
1.676,6,50.881327
1.6685,6,50.885326
1.465,10,50.894326
1.5115,9,50.899501
1.514,9,50.9055
1.725,5,50.908501
1.725,5,50.917502
1.725,5,50.9235
1.725,5,50.9285
1.578,8,50.9365
1.725,5,50.942502
1.617,7,50.950625
1.6685,6,50.958624
1.725,5,50.963624
1.205,15,50.978734
1.725,5,50.983845
1.725,5,50.989844
1.725,5,50.994844
1.617,7,51.002983
1.725,5,51.005986
1.6145,7,51.011986
1.48,10,51.024985
1.725,5,51.028983
1.725,5,51.031983
1.6195,7,51.037983
1.725,5,51.042983
1.671,6,51.050983
1.617,7,51.055983
1.671,6,51.063983
1.563,8,51.07311
1.671,6,51.07911
1.671,6,51.08624
1.563,8,51.09424
1.725,5,51.100168
1.563,8,51.107909
1.725,5,51.112909
1.725,5,51.119909
1.622,7,51.124909
1.725,5,51.135062
1.3935,11,51.142062
1.725,5,51.147062
1.725,5,51.151062
1.676,6,51.154062
1.558,8,51.160062
1.563,8,51.166197
1.671,6,51.171196
1.4625,10,51.177195
1.725,5,51.182235
1.725,5,51.186235
1.725,5,51.190235
1.725,5,51.193236
1.725,5,51.198386
1.6685,6,51.202386
1.6245,7,51.210386
1.671,6,51.216386
1.725,5,51.223386
1.6195,7,51.228386
1.671,6,51.239535
1.725,5,51.244535
1.725,5,51.249535
1.725,5,51.256539
1.4575,10,51.262541
1.671,6,51.266541
1.671,6,51.27054
1.46,10,51.276541
1.617,7,51.280541
